Timestamp_UTC,Symbol,Side,Regime,Raw_Proba,Calib_Proba,Threshold,Expected_PF,EV_Adj,Uncertainty,Status,Reject_Reason,Outcome_1H_PnL,Outcome_6H_PnL,Outcome_12H_PnL
2026-05-06T20:00:42.769640,ETHUSDT,LONG,0,0.7783,0.7783,0.7,1.131,0.0,0.0,PASSED_T1,,,,
2026-05-06T20:00:42.769640,ETHUSDT,SHORT,0,0.3716,0.3716,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T20:00:43.299023,SOLUSDT,LONG,0,0.2937,0.2937,0.7,1.131,0.0,0.0,REJECTED_T1,Proba < Thresh (0.294 < 0.7),,,
2026-05-06T20:00:43.299023,SOLUSDT,SHORT,0,0.295,0.295,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T20:00:43.788076,BNBUSDT,LONG,0,0.3425,0.3425,0.7,1.131,0.0,0.0,REJECTED_T1,Proba < Thresh (0.343 < 0.7),,,
2026-05-06T20:00:43.788076,BNBUSDT,SHORT,0,0.383,0.383,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T20:00:44.301878,XRPUSDT,LONG,0,0.4397,0.4397,0.7,1.131,0.0,0.0,REJECTED_T1,Proba < Thresh (0.440 < 0.7),,,
2026-05-06T20:00:44.301878,XRPUSDT,SHORT,0,0.342,0.342,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T20:00:44.816832,DOGEUSDT,LONG,0,0.3665,0.3665,0.7,1.131,0.0,0.0,REJECTED_T1,Proba < Thresh (0.367 < 0.7),,,
2026-05-06T20:00:44.817793,DOGEUSDT,SHORT,0,0.492,0.492,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T20:00:45.334088,AVAXUSDT,LONG,0,0.1339,0.1339,0.7,1.131,0.0,0.0,REJECTED_T1,Proba < Thresh (0.134 < 0.7),,,
2026-05-06T20:00:45.335104,AVAXUSDT,SHORT,0,0.4991,0.4991,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T20:00:45.830524,LINKUSDT,LONG,0,0.2102,0.2102,0.7,1.131,0.0,0.0,REJECTED_T1,Proba < Thresh (0.210 < 0.7),,,
2026-05-06T20:00:45.830524,LINKUSDT,SHORT,0,0.4057,0.4057,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T20:00:46.326468,NEARUSDT,LONG,0,0.0792,0.0792,0.7,1.131,0.0,0.0,REJECTED_T1,Proba < Thresh (0.079 < 0.7),,,
2026-05-06T20:00:46.326468,NEARUSDT,SHORT,0,0.4321,0.4321,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T20:00:46.823633,ADAUSDT,LONG,0,0.1078,0.1078,0.7,1.131,0.0,0.0,REJECTED_T1,Proba < Thresh (0.108 < 0.7),,,
2026-05-06T20:00:46.824606,ADAUSDT,SHORT,0,0.5335,0.5335,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T20:00:47.538743,BTCUSDT,LONG,0,0.2788,0.2788,0.7,1.131,0.0,0.0,REJECTED_T1,Proba < Thresh (0.279 < 0.7),,,
2026-05-06T20:00:47.538743,BTCUSDT,SHORT,0,0.6708,0.6708,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T20:00:48.059066,ETHUSDT,LONG,0,0.7783,0.7783,0.7,1.131,0.0,0.0,PASSED_T1,,,,
2026-05-06T20:00:48.060064,ETHUSDT,SHORT,0,0.3716,0.3716,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T20:00:48.572285,SOLUSDT,LONG,0,0.2851,0.2851,0.7,1.131,0.0,0.0,REJECTED_T1,Proba < Thresh (0.285 < 0.7),,,
2026-05-06T20:00:48.572285,SOLUSDT,SHORT,0,0.295,0.295,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T20:00:49.087212,BNBUSDT,LONG,0,0.3394,0.3394,0.7,1.131,0.0,0.0,REJECTED_T1,Proba < Thresh (0.339 < 0.7),,,
2026-05-06T20:00:49.087212,BNBUSDT,SHORT,0,0.3927,0.3927,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T20:00:49.597728,XRPUSDT,LONG,0,0.4397,0.4397,0.7,1.131,0.0,0.0,REJECTED_T1,Proba < Thresh (0.440 < 0.7),,,
2026-05-06T20:00:49.597728,XRPUSDT,SHORT,0,0.342,0.342,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T20:00:50.106706,DOGEUSDT,LONG,0,0.3665,0.3665,0.7,1.131,0.0,0.0,REJECTED_T1,Proba < Thresh (0.367 < 0.7),,,
2026-05-06T20:00:50.106706,DOGEUSDT,SHORT,0,0.492,0.492,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T20:00:50.619296,AVAXUSDT,LONG,0,0.1339,0.1339,0.7,1.131,0.0,0.0,REJECTED_T1,Proba < Thresh (0.134 < 0.7),,,
2026-05-06T20:00:50.619296,AVAXUSDT,SHORT,0,0.4991,0.4991,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T20:00:51.125632,LINKUSDT,LONG,0,0.2102,0.2102,0.7,1.131,0.0,0.0,REJECTED_T1,Proba < Thresh (0.210 < 0.7),,,
2026-05-06T20:00:51.125632,LINKUSDT,SHORT,0,0.4057,0.4057,0.99,0.0,0.0,0.0,REJECTED_T1,Low PF (0.0),,,
2026-05-06T20:00:51.640652,NEARUSDT,LONG,0,0.0779,0.0779,0.7,1.131,0.0,0.0,REJECTED_T1,Proba < Thresh (0.078 < 0.7),,,
