Timestamp_UTC,Symbol,Side,Regime,Model_Ver,Feat_Hash,Raw_Proba,Calib_Proba,Threshold,P_L_0,P_L_1,P_L_2,P_S_0,P_S_1,P_S_2,EV_Adj,Uncertainty,Status,Reject_Stage,Reject_Reason,Outcome_1H_PnL,Outcome_6H_PnL,Outcome_12H_PnL
2026-05-07T07:29:03.285971,XRPUSDT,SHORT,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.4668,0.4668,0.99,0.6507,0.6507,0.6507,0.4668,0.4668,0.4668,0.0,0.0,REJECTED,T1_PF,Low PF (0.0),,,
2026-05-07T07:29:03.588692,DOGEUSDT,LONG,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.5988,0.5988,0.7,0.5988,0.5988,0.5988,0.7433,0.7433,0.7433,0.0,0.0,REJECTED,T1_PROBA,Proba < Thresh (0.599 < 0.7),,,
2026-05-07T07:29:03.589692,DOGEUSDT,SHORT,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.7433,0.7433,0.99,0.5988,0.5988,0.5988,0.7433,0.7433,0.7433,0.0,0.0,REJECTED,T1_PF,Low PF (0.0),,,
2026-05-07T07:29:04.184994,AVAXUSDT,LONG,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.1974,0.1974,0.7,0.1974,0.1974,0.1974,0.6926,0.6926,0.6926,0.0,0.0,REJECTED,T1_PROBA,Proba < Thresh (0.197 < 0.7),,,
2026-05-07T07:29:04.184994,AVAXUSDT,SHORT,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.6926,0.6926,0.99,0.1974,0.1974,0.1974,0.6926,0.6926,0.6926,0.0,0.0,REJECTED,T1_PF,Low PF (0.0),,,
2026-05-07T07:29:04.774562,LINKUSDT,LONG,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.1374,0.1374,0.7,0.1374,0.1374,0.1374,0.6295,0.6295,0.6295,0.0,0.0,REJECTED,T1_PROBA,Proba < Thresh (0.137 < 0.7),,,
2026-05-07T07:29:04.775562,LINKUSDT,SHORT,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.6295,0.6295,0.99,0.1374,0.1374,0.1374,0.6295,0.6295,0.6295,0.0,0.0,REJECTED,T1_PF,Low PF (0.0),,,
2026-05-07T07:29:05.372105,NEARUSDT,LONG,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.0225,0.0225,0.7,0.0225,0.0225,0.0225,0.4302,0.4302,0.4302,0.0,0.0,REJECTED,T1_PROBA,Proba < Thresh (0.023 < 0.7),,,
2026-05-07T07:29:05.373106,NEARUSDT,SHORT,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.4302,0.4302,0.99,0.0225,0.0225,0.0225,0.4302,0.4302,0.4302,0.0,0.0,REJECTED,T1_PF,Low PF (0.0),,,
2026-05-07T07:29:05.968062,ADAUSDT,LONG,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.1584,0.1584,0.7,0.1584,0.1584,0.1584,0.5807,0.5807,0.5807,0.0,0.0,REJECTED,T1_PROBA,Proba < Thresh (0.158 < 0.7),,,
2026-05-07T07:29:05.968062,ADAUSDT,SHORT,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.5807,0.5807,0.99,0.1584,0.1584,0.1584,0.5807,0.5807,0.5807,0.0,0.0,REJECTED,T1_PF,Low PF (0.0),,,
2026-05-07T07:52:08.551411,SMOKE_BTC,LONG,0,smoke_test_ver,smoke_test_hash,0.6,0.65,0.7,0.6,0.5,0.4,0.3,0.4,0.5,0.02,0.01,SMOKE_PASSED,NONE,Testing Execution,,,
2026-05-07T07:52:09.666995,BTCUSDT,LONG,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.5593,0.5593,0.7,0.5593,0.5593,0.5593,0.6329,0.6329,0.6329,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.00) <= 1.0,,,
2026-05-07T07:52:09.666995,BTCUSDT,SHORT,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.6329,0.6329,0.99,0.5593,0.5593,0.5593,0.6329,0.6329,0.6329,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T07:52:10.268394,ETHUSDT,LONG,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.6616,0.6616,0.7,0.6616,0.6616,0.6616,0.4491,0.4491,0.4491,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.00) <= 1.0,,,
2026-05-07T07:52:10.268394,ETHUSDT,SHORT,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.4491,0.4491,0.99,0.6616,0.6616,0.6616,0.4491,0.4491,0.4491,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T07:52:10.858767,SOLUSDT,LONG,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.1624,0.1624,0.7,0.1624,0.1624,0.1624,0.4618,0.4618,0.4618,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.00) <= 1.0,,,
2026-05-07T07:52:10.859768,SOLUSDT,SHORT,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.4618,0.4618,0.99,0.1624,0.1624,0.1624,0.4618,0.4618,0.4618,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T07:52:11.470506,BNBUSDT,LONG,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.0965,0.0965,0.7,0.0965,0.0965,0.0965,0.6542,0.6542,0.6542,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.00) <= 1.0,,,
2026-05-07T07:52:11.472008,BNBUSDT,SHORT,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.6542,0.6542,0.99,0.0965,0.0965,0.0965,0.6542,0.6542,0.6542,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T07:52:12.076207,XRPUSDT,LONG,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.6692,0.6692,0.7,0.6692,0.6692,0.6692,0.491,0.491,0.491,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.00) <= 1.0,,,
2026-05-07T07:52:12.076207,XRPUSDT,SHORT,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.491,0.491,0.99,0.6692,0.6692,0.6692,0.491,0.491,0.491,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T07:52:12.363277,DOGEUSDT,LONG,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.598,0.598,0.7,0.598,0.598,0.598,0.7401,0.7401,0.7401,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.00) <= 1.0,,,
2026-05-07T07:52:12.363277,DOGEUSDT,SHORT,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.7401,0.7401,0.99,0.598,0.598,0.598,0.7401,0.7401,0.7401,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T07:52:12.984193,AVAXUSDT,LONG,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.3482,0.3482,0.7,0.3482,0.3482,0.3482,0.5847,0.5847,0.5847,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.00) <= 1.0,,,
2026-05-07T07:52:12.984193,AVAXUSDT,SHORT,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.5847,0.5847,0.99,0.3482,0.3482,0.3482,0.5847,0.5847,0.5847,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T07:52:13.590928,LINKUSDT,LONG,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.176,0.176,0.7,0.176,0.176,0.176,0.5747,0.5747,0.5747,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.00) <= 1.0,,,
2026-05-07T07:52:13.591934,LINKUSDT,SHORT,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.5747,0.5747,0.99,0.176,0.176,0.176,0.5747,0.5747,0.5747,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T07:52:14.186250,NEARUSDT,LONG,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.0222,0.0222,0.7,0.0222,0.0222,0.0222,0.4572,0.4572,0.4572,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.00) <= 1.0,,,
2026-05-07T07:52:14.187250,NEARUSDT,SHORT,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.4572,0.4572,0.99,0.0222,0.0222,0.0222,0.4572,0.4572,0.4572,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T07:52:14.788839,ADAUSDT,LONG,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.1718,0.1718,0.7,0.1718,0.1718,0.1718,0.6137,0.6137,0.6137,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.00) <= 1.0,,,
2026-05-07T07:52:14.789838,ADAUSDT,SHORT,0,2026-05-07T07:51:14.460511,00015508ff3f5eb45da32079d52f703f,0.6137,0.6137,0.99,0.1718,0.1718,0.1718,0.6137,0.6137,0.6137,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T08:39:18.144484,SMOKE_BTC,LONG,0,smoke_test_ver,smoke_test_hash,0.6,0.65,0.75,0.6,0.5,0.4,0.3,0.4,0.5,0.02,0.01,SMOKE_PASSED,NONE,Testing Execution,,,
2026-05-07T08:39:18.725824,BTCUSDT,LONG,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.4791,0.4791,0.75,0.4791,0.4791,0.4791,0.7274,0.7274,0.7274,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.97) <= 1.0,,,
2026-05-07T08:39:18.726824,BTCUSDT,SHORT,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.7274,0.7274,0.99,0.4791,0.4791,0.4791,0.7274,0.7274,0.7274,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T08:39:19.020495,ETHUSDT,LONG,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.5329,0.5329,0.75,0.5329,0.5329,0.5329,0.4938,0.4938,0.4938,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.97) <= 1.0,,,
2026-05-07T08:39:19.021501,ETHUSDT,SHORT,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.4938,0.4938,0.99,0.5329,0.5329,0.5329,0.4938,0.4938,0.4938,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T08:39:19.304787,SOLUSDT,LONG,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.2097,0.2097,0.75,0.2097,0.2097,0.2097,0.4928,0.4928,0.4928,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.97) <= 1.0,,,
2026-05-07T08:39:19.304787,SOLUSDT,SHORT,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.4928,0.4928,0.99,0.2097,0.2097,0.2097,0.4928,0.4928,0.4928,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T08:39:19.602749,BNBUSDT,LONG,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.0917,0.0917,0.75,0.0917,0.0917,0.0917,0.7303,0.7303,0.7303,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.97) <= 1.0,,,
2026-05-07T08:39:19.602749,BNBUSDT,SHORT,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.7303,0.7303,0.99,0.0917,0.0917,0.0917,0.7303,0.7303,0.7303,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T08:39:19.897463,XRPUSDT,LONG,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.5842,0.5842,0.75,0.5842,0.5842,0.5842,0.5,0.5,0.5,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.97) <= 1.0,,,
2026-05-07T08:39:19.898965,XRPUSDT,SHORT,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.5,0.5,0.99,0.5842,0.5842,0.5842,0.5,0.5,0.5,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T08:39:20.185024,DOGEUSDT,LONG,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.5311,0.5311,0.75,0.5311,0.5311,0.5311,0.7078,0.7078,0.7078,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.97) <= 1.0,,,
2026-05-07T08:39:20.186024,DOGEUSDT,SHORT,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.7078,0.7078,0.99,0.5311,0.5311,0.5311,0.7078,0.7078,0.7078,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T08:39:20.472049,AVAXUSDT,LONG,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.2278,0.2278,0.75,0.2278,0.2278,0.2278,0.6266,0.6266,0.6266,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.97) <= 1.0,,,
2026-05-07T08:39:20.472049,AVAXUSDT,SHORT,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.6266,0.6266,0.99,0.2278,0.2278,0.2278,0.6266,0.6266,0.6266,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T08:39:20.757915,LINKUSDT,LONG,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.148,0.148,0.75,0.148,0.148,0.148,0.6492,0.6492,0.6492,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.97) <= 1.0,,,
2026-05-07T08:39:20.757915,LINKUSDT,SHORT,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.6492,0.6492,0.99,0.148,0.148,0.148,0.6492,0.6492,0.6492,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T08:39:21.047381,NEARUSDT,LONG,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.0188,0.0188,0.75,0.0188,0.0188,0.0188,0.4474,0.4474,0.4474,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.97) <= 1.0,,,
2026-05-07T08:39:21.048884,NEARUSDT,SHORT,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.4474,0.4474,0.99,0.0188,0.0188,0.0188,0.4474,0.4474,0.4474,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
2026-05-07T08:39:21.347573,ADAUSDT,LONG,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.1247,0.1247,0.75,0.1247,0.1247,0.1247,0.557,0.557,0.557,0.0,0.0,REJECTED,T1_BOOTSTRAP,CI_Lower (0.97) <= 1.0,,,
2026-05-07T08:39:21.349075,ADAUSDT,SHORT,0,2026-05-07T08:39:14.641170,03f75e1e662581ec6815e55fe6a6e016,0.557,0.557,0.99,0.1247,0.1247,0.1247,0.557,0.557,0.557,0.0,0.0,REJECTED,T1_NODATA,Trades (0) < 50,,,
