Timestamp_UTC,Symbol,Side,Regime,Model_Ver,Feat_Hash,Raw_Proba,Calib_Proba,Threshold,P_L_0,P_L_1,P_L_2,P_S_0,P_S_1,P_S_2,EV_Adj,Uncertainty,Status,Reject_Stage,Reject_Reason,Outcome_1H_PnL,Outcome_6H_PnL,Outcome_12H_PnL
2026-05-07T07:03:10.831962,XRPUSDT,SHORT,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.4711,0.4711,0.99,0.6159,0.6159,0.6159,0.4711,0.4711,0.4711,0.0,0.0,REJECTED,T1_PF,Low PF (0.0),,,
2026-05-07T07:03:11.701632,DOGEUSDT,LONG,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.5906,0.5906,0.7,0.5906,0.5906,0.5906,0.7506,0.7506,0.7506,0.0,0.0,REJECTED,T1_PROBA,Proba < Thresh (0.591 < 0.7),,,
2026-05-07T07:03:11.702136,DOGEUSDT,SHORT,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.7506,0.7506,0.99,0.5906,0.5906,0.5906,0.7506,0.7506,0.7506,0.0,0.0,REJECTED,T1_PF,Low PF (0.0),,,
2026-05-07T07:03:12.607252,AVAXUSDT,LONG,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.1572,0.1572,0.7,0.1572,0.1572,0.1572,0.7028,0.7028,0.7028,0.0,0.0,REJECTED,T1_PROBA,Proba < Thresh (0.157 < 0.7),,,
2026-05-07T07:03:12.607252,AVAXUSDT,SHORT,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.7028,0.7028,0.99,0.1572,0.1572,0.1572,0.7028,0.7028,0.7028,0.0,0.0,REJECTED,T1_PF,Low PF (0.0),,,
2026-05-07T07:03:13.507161,LINKUSDT,LONG,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.1246,0.1246,0.7,0.1246,0.1246,0.1246,0.6459,0.6459,0.6459,0.0,0.0,REJECTED,T1_PROBA,Proba < Thresh (0.125 < 0.7),,,
2026-05-07T07:03:13.508161,LINKUSDT,SHORT,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.6459,0.6459,0.99,0.1246,0.1246,0.1246,0.6459,0.6459,0.6459,0.0,0.0,REJECTED,T1_PF,Low PF (0.0),,,
2026-05-07T07:03:14.404578,NEARUSDT,LONG,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.0288,0.0288,0.7,0.0288,0.0288,0.0288,0.427,0.427,0.427,0.0,0.0,REJECTED,T1_PROBA,Proba < Thresh (0.029 < 0.7),,,
2026-05-07T07:03:14.404578,NEARUSDT,SHORT,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.427,0.427,0.99,0.0288,0.0288,0.0288,0.427,0.427,0.427,0.0,0.0,REJECTED,T1_PF,Low PF (0.0),,,
2026-05-07T07:03:15.293744,ADAUSDT,LONG,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.1995,0.1995,0.7,0.1995,0.1995,0.1995,0.5633,0.5633,0.5633,0.0,0.0,REJECTED,T1_PROBA,Proba < Thresh (0.200 < 0.7),,,
2026-05-07T07:03:15.293744,ADAUSDT,SHORT,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.5633,0.5633,0.99,0.1995,0.1995,0.1995,0.5633,0.5633,0.5633,0.0,0.0,REJECTED,T1_PF,Low PF (0.0),,,
2026-05-07T07:03:16.192783,BTCUSDT,LONG,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.4482,0.4482,0.7,0.4482,0.4482,0.4482,0.6558,0.6558,0.6558,0.0,0.0,REJECTED,T1_PROBA,Proba < Thresh (0.448 < 0.7),,,
2026-05-07T07:03:16.193783,BTCUSDT,SHORT,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.6558,0.6558,0.99,0.4482,0.4482,0.4482,0.6558,0.6558,0.6558,0.0,0.0,REJECTED,T1_PF,Low PF (0.0),,,
2026-05-07T07:03:16.897722,ETHUSDT,LONG,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.6136,0.6136,0.7,0.6136,0.6136,0.6136,0.3744,0.3744,0.3744,0.0,0.0,REJECTED,T1_PROBA,Proba < Thresh (0.614 < 0.7),,,
2026-05-07T07:03:16.898721,ETHUSDT,SHORT,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.3744,0.3744,0.99,0.6136,0.6136,0.6136,0.3744,0.3744,0.3744,0.0,0.0,REJECTED,T1_PF,Low PF (0.0),,,
2026-05-07T07:03:17.597960,SOLUSDT,LONG,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.1097,0.1097,0.7,0.1097,0.1097,0.1097,0.5937,0.5937,0.5937,0.0,0.0,REJECTED,T1_PROBA,Proba < Thresh (0.110 < 0.7),,,
2026-05-07T07:03:17.597960,SOLUSDT,SHORT,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.5937,0.5937,0.99,0.1097,0.1097,0.1097,0.5937,0.5937,0.5937,0.0,0.0,REJECTED,T1_PF,Low PF (0.0),,,
2026-05-07T07:03:18.292990,BNBUSDT,LONG,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.121,0.121,0.7,0.121,0.121,0.121,0.6133,0.6133,0.6133,0.0,0.0,REJECTED,T1_PROBA,Proba < Thresh (0.121 < 0.7),,,
2026-05-07T07:03:18.292990,BNBUSDT,SHORT,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.6133,0.6133,0.99,0.121,0.121,0.121,0.6133,0.6133,0.6133,0.0,0.0,REJECTED,T1_PF,Low PF (0.0),,,
2026-05-07T07:03:19.002949,XRPUSDT,LONG,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.6159,0.6159,0.7,0.6159,0.6159,0.6159,0.4711,0.4711,0.4711,0.0,0.0,REJECTED,T1_PROBA,Proba < Thresh (0.616 < 0.7),,,
2026-05-07T07:03:19.002949,XRPUSDT,SHORT,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.4711,0.4711,0.99,0.6159,0.6159,0.6159,0.4711,0.4711,0.4711,0.0,0.0,REJECTED,T1_PF,Low PF (0.0),,,
2026-05-07T07:03:19.411759,DOGEUSDT,LONG,0,2026-05-07T06:27:54.746643,00015508ff3f5eb45da32079d52f703f,0.5906,0.5906,0.7,0.5906,0.5906,0.5906,0.7506,0.7506,0.7506,0.0,0.0,REJECTED,T1_PROBA,Proba < Thresh (0.591 < 0.7),,,
